,L,0.2,0.4,0.7,1.0,1.2,1.4,1.7,2.0,2.2,2.4,2.7,3.0,3.2,3.4,3.7,4.0,4.2,4.4,4.7,5.0,5.2,5.4,5.7,6.0,6.2,6.4,6.7,7.0,35.8,64.6,79.72,85.012,90.304,98.242,110.15,116.4,122.65,132.03,136.95,141.87,146.8,148.27,149.74,150.37,151.0
0,0.,-1.9729e-005,-3.9464e-005,-6.9078e-005,-9.8706e-005,-9.8937e-005,-9.9167e-005,-9.9511e-005,-9.9854e-005,-1.0005e-004,-1.0025e-004,-1.0055e-004,-1.0085e-004,-1.0105e-004,-1.0125e-004,-1.0154e-004,-1.0184e-004,-1.0222e-004,-1.026e-004,-1.0317e-004,-1.0373e-004,-1.0402e-004,-1.0431e-004,-1.0474e-004,-1.0516e-004,-1.0537e-004,-1.0558e-004,-1.059e-004,-1.062e-004,-1.0755e-004,-1.0862e-004,-1.09e-004,-1.0909e-004,-1.0917e-004,-1.0925e-004,-1.0932e-004,-1.0933e-004,-1.0933e-004,-1.0929e-004,-1.0926e-004,-1.0916e-004,-1.0831e-004,-1.0782e-004,-1.0701e-004,-1.0686e-004,-1.0649e-004
1,15.625,-1.8243e-005,-3.649e-005,-6.3871e-005,-9.1262e-005,-9.086e-005,-9.0458e-005,-8.9853e-005,-8.9247e-005,-8.889e-005,-8.8533e-005,-8.7995e-005,-8.7457e-005,-8.7096e-005,-8.6735e-005,-8.6193e-005,-8.565e-005,-8.4938e-005,-8.4224e-005,-8.315e-005,-8.207e-005,-8.1493e-005,-8.0913e-005,-8.0038e-005,-7.9155e-005,-7.8692e-005,-7.8227e-005,-7.7525e-005,-7.6817e-005,-7.329e-005,-6.953e-005,-6.7419e-005,-6.6652e-005,-6.5871e-005,-6.468e-005,-6.2861e-005,-6.1893e-005,-6.0919e-005,-5.945e-005,-5.8677e-005,-5.7862e-005,-5.6481e-005,-5.5887e-005,-5.5059e-005,-5.4853e-005,-5.4479e-005
2,31.25,-1.6326e-005,-3.2656e-005,-5.7159e-005,-8.1672e-005,-8.0753e-005,-7.9833e-005,-7.8453e-005,-7.7073e-005,-7.626e-005,-7.5447e-005,-7.4227e-005,-7.3006e-005,-7.219e-005,-7.1374e-005,-7.0149e-005,-6.8923e-005,-6.7321e-005,-6.5716e-005,-6.3308e-005,-6.0895e-005,-5.9612e-005,-5.8326e-005,-5.6394e-005,-5.4456e-005,-5.3445e-005,-5.2431e-005,-5.0908e-005,-4.9381e-005,-4.1914e-005,-3.4272e-005,-3.0167e-005,-2.8714e-005,-2.7253e-005,-2.5056e-005,-2.176e-005,-2.0036e-005,-1.832e-005,-1.577e-005,-1.4449e-005,-1.3109e-005,-1.14e-005,-1.0772e-005,-9.9891e-006,-9.7559e-006,-9.4099e-006
3,46.875,-1.5644e-005,-3.1292e-005,-5.4773e-005,-7.8264e-005,-7.7114e-005,-7.5964e-005,-7.4238e-005,-7.2511e-005,-7.1495e-005,-7.0478e-005,-6.8953e-005,-6.7427e-005,-6.6408e-005,-6.5388e-005,-6.3857e-005,-6.2327e-005,-6.0325e-005,-5.8322e-005,-5.5317e-005,-5.2307e-005,-5.0707e-005,-4.9105e-005,-4.6698e-005,-4.4287e-005,-4.3029e-005,-4.1769e-005,-3.9876e-005,-3.7979e-005,-2.8731e-005,-1.9324e-005,-1.431e-005,-1.2545e-005,-1.0776e-005,-8.125e-006,-4.1722e-006,-2.1162e-006,-8.0042e-008,2.929e-006,4.4778e-006,6.0311e-006,7.8895e-006,8.5396e-006,9.3185e-006,9.5643e-006,9.9051e-006
4,62.5,-1.4859e-005,-2.9722e-005,-5.2025e-005,-7.4339e-005,-7.2813e-005,-7.1286e-005,-6.8995e-005,-6.6704e-005,-6.5355e-005,-6.4007e-005,-6.1983e-005,-5.9959e-005,-5.8607e-005,-5.7254e-005,-5.5225e-005,-5.3195e-005,-5.0542e-005,-4.7887e-005,-4.3903e-005,-3.9916e-005,-3.7797e-005,-3.5676e-005,-3.249e-005,-2.93e-005,-2.7637e-005,-2.5971e-005,-2.3469e-005,-2.0964e-005,-8.7634e-006,3.5788e-006,1.0093e-005,1.237e-005,1.464e-005,1.802e-005,2.3003e-005,2.5562e-005,2.807e-005,3.1723e-005,3.3572e-005,3.5394e-005,3.7443e-005,3.8123e-005,3.8901e-005,3.9159e-005,3.9493e-005
5,78.125,-1.4629e-005,-2.9263e-005,-5.1224e-005,-7.3196e-005,-7.1469e-005,-6.9741e-005,-6.715e-005,-6.4558e-005,-6.3033e-005,-6.1508e-005,-5.9219e-005,-5.693e-005,-5.5401e-005,-5.3871e-005,-5.1576e-005,-4.9281e-005,-4.6281e-005,-4.328e-005,-3.8776e-005,-3.4269e-005,-3.1874e-005,-2.9477e-005,-2.5878e-005,-2.2274e-005,-2.0394e-005,-1.8513e-005,-1.5688e-005,-1.2858e-005,9.1025e-007,1.4796e-005,2.2078e-005,2.461e-005,2.7125e-005,3.0852e-005,3.6298e-005,3.9066e-005,4.1758e-005,4.5631e-005,4.7565e-005,4.9448e-005,5.1491e-005,5.2146e-005,5.2874e-005,5.3121e-005,5.3428e-005
6,93.75,-1.4396e-005,-2.8797e-005,-5.0408e-005,-7.2032e-005,-6.9921e-005,-6.781e-005,-6.4643e-005,-6.1475e-005,-5.9611e-005,-5.7747e-005,-5.495e-005,-5.2153e-005,-5.0284e-005,-4.8415e-005,-4.5611e-005,-4.2807e-005,-3.9141e-005,-3.5474e-005,-2.9973e-005,-2.4468e-005,-2.1542e-005,-1.8615e-005,-1.422e-005,-9.8199e-006,-7.5252e-006,-5.2285e-006,-1.7796e-006,1.6744e-006,1.8467e-005,3.528e-005,4.395e-005,4.6922e-005,4.9847e-005,5.4124e-005,6.0222e-005,6.3235e-005,6.6099e-005,7.0081e-005,7.1993e-005,7.3784e-005,7.5591e-005,7.6126e-005,7.6679e-005,7.6873e-005,7.709e-005
7,109.37,-1.4336e-005,-2.8678e-005,-5.0202e-005,-7.1739e-005,-6.942e-005,-6.7102e-005,-6.3623e-005,-6.0144e-005,-5.8097e-005,-5.605e-005,-5.2979e-005,-4.9907e-005,-4.7855e-005,-4.5802e-005,-4.2723e-005,-3.9644e-005,-3.5619e-005,-3.1593e-005,-2.5553e-005,-1.9509e-005,-1.6297e-005,-1.3084e-005,-8.2598e-006,-3.4302e-006,-9.1155e-007,1.6092e-006,5.3946e-006,9.1855e-006,2.7601e-005,4.5923e-005,5.5241e-005,5.84e-005,6.1487e-005,6.5949e-005,7.2188e-005,7.5202e-005,7.8013e-005,8.181e-005,8.3576e-005,8.5172e-005,8.6681e-005,8.7094e-005,8.7484e-005,8.7627e-005,8.7764e-005
8,125.,-1.4286e-005,-2.8578e-005,-5.0028e-005,-7.1492e-005,-6.8774e-005,-6.6057e-005,-6.198e-005,-5.7903e-005,-5.5504e-005,-5.3105e-005,-4.9506e-005,-4.5906e-005,-4.3501e-005,-4.1096e-005,-3.7488e-005,-3.388e-005,-2.9164e-005,-2.4446e-005,-1.7369e-005,-1.0288e-005,-6.5249e-006,-2.7603e-006,2.8913e-006,8.5496e-006,1.1501e-005,1.4454e-005,1.889e-005,2.3331e-005,4.4855e-005,6.5876e-005,7.6154e-005,7.9526e-005,8.2754e-005,8.7272e-005,9.3244e-005,9.5941e-005,9.8329e-005,1.0127e-004,1.0252e-004,1.0352e-004,1.0428e-004,1.0442e-004,1.0448e-004,1.0451e-004,1.0448e-004
